PPG,Serial_No,noise_ppg
-0.318,183,-0.374330436
-0.318,184,-0.350012827
-0.318,185,-0.35771681
-0.225,186,-0.260274321
-0.225,187,-0.235955746
-0.225,188,-0.198632437
-0.225,189,-0.216102078
-0.115,190,-0.092237991
-0.115,191,-0.135341564
-0.115,192,-0.069480365
-0.115,193,-0.14607078
-0.004,194,0.00565381
-0.004,195,-0.022689389
-0.004,196,-0.012663224
-0.004,197,-0.02715844
0.115,198,0.095798742
0.115,199,0.105838642
0.115,200,0.121234292
0.115,201,0.060939518
0.215,202,0.199889218
0.215,203,0.229918659
0.215,204,0.14741164
0.215,205,0.21824187
0.312,206,0.320329028
0.312,207,0.328637103
0.312,208,0.284553947
0.312,209,0.307390431
0.392,210,0.348139528
0.392,211,0.400083978
0.392,212,0.400559995
0.392,213,0.392283521
0.449,214,0.451003302
0.449,215,0.442876117
0.449,216,0.471166704
0.449,217,0.464238177
0.48,218,0.50185031
0.48,219,0.466200097
0.48,220,0.465409874
0.48,221,0.492987831
0.493,222,0.450967806
0.493,223,0.490473492
0.493,224,0.519750517
0.493,225,0.534264929
0.48,226,0.489873496
0.48,227,0.506377581
0.48,228,0.482082289
0.48,229,0.420683542
0.458,230,0.42850506
0.458,231,0.462175398
0.458,232,0.46489152
0.458,233,0.499698861
0.418,234,0.402817357
0.418,235,0.450131506
0.418,236,0.392306839
0.418,237,0.40663412
0.374,238,0.411487035
0.374,239,0.392461218
0.374,240,0.419864896
0.374,241,0.311790721
0.322,242,0.330296563
0.322,243,0.278646793
0.322,244,0.319127603
0.322,245,0.290126282
0.26,246,0.305669008
0.26,247,0.27889813
0.26,248,0.225318215
0.26,249,0.277301686
0.203,250,0.164775159
0.203,251,0.202365152
0.203,252,0.199236159
0.203,253,0.180486837
0.141,254,0.178088584
0.141,255,0.109795533
0.141,256,0.141984411
0.141,257,0.082069425
0.079,258,0.077449092
0.079,259,-0.003803284
0.079,260,0.068125695
0.079,261,0.146313786
0.018,262,0.047312252
0.018,263,0.007061365
0.018,264,-0.015302112
0.018,265,0.047862354
-0.044,266,-0.03219315
-0.044,267,-0.078892725
-0.044,268,-0.040603371
-0.044,269,-0.059060866
-0.106,270,-0.098407192
-0.106,271,-0.111057611
-0.106,272,-0.007138846
-0.106,273,-0.13584008
-0.172,274,-0.185616939
-0.172,275,-0.13324218
-0.172,276,-0.184927643
-0.172,277,-0.173642337
-0.23,278,-0.25221782
-0.23,279,-0.249271219
-0.23,280,-0.190872683
-0.23,281,-0.220260733
-0.286,282,-0.292852915
-0.286,283,-0.27396322
-0.286,284,-0.273439483
-0.286,285,-0.316541855
-0.344,286,-0.305567494
-0.344,287,-0.298919743
-0.344,288,-0.318302333
-0.344,289,-0.33886262
-0.388,290,-0.378675497
-0.388,291,-0.392645817
-0.388,292,-0.369218783
-0.388,293,-0.439726844
-0.427,294,-0.366678598
-0.427,295,-0.460998593
-0.427,296,-0.441071925
-0.427,297,-0.42425525
-0.468,298,-0.426182838
-0.468,299,-0.457397553
-0.468,300,-0.401506739
-0.468,301,-0.38861666
-0.489,302,-0.450193518
-0.489,303,-0.507004033
-0.489,304,-0.492054874
-0.489,305,-0.477986961
-0.511,306,-0.525439855
-0.511,307,-0.500845205
-0.511,308,-0.516171525
-0.511,309,-0.530626706
-0.52,310,-0.50851111
-0.52,311,-0.512143154
-0.52,312,-0.545137061
-0.52,313,-0.492774272
-0.52,314,-0.50532708
-0.52,315,-0.57692856
-0.52,316,-0.598271322
-0.52,317,-0.486190556
-0.511,318,-0.505743539
-0.511,319,-0.479936239
-0.511,320,-0.536964256
-0.511,321,-0.51707593
-0.493,322,-0.506550384
-0.493,323,-0.492143532
-0.493,324,-0.444022126
-0.493,325,-0.484784489
-0.471,326,-0.440247674
-0.471,327,-0.402499712
-0.471,328,-0.501699271
-0.471,329,-0.440979715
-0.454,330,-0.464125395
-0.454,331,-0.42955277
-0.454,332,-0.450050015
-0.454,333,-0.423121447
-0.436,334,-0.379264903
-0.436,335,-0.457506228
-0.436,336,-0.499395629
-0.436,337,-0.448431568
-0.41,338,-0.456174115
-0.41,339,-0.404995588
-0.41,340,-0.42634962
-0.41,341,-0.430884937
-0.393,342,-0.39897561
-0.393,343,-0.362326179
-0.393,344,-0.409855192
-0.393,345,-0.394152417
-0.384,346,-0.339744028
-0.384,347,-0.371461006
-0.384,348,-0.408584291
-0.384,349,-0.359424976
-0.379,350,-0.382900175
-0.379,351,-0.326172724
-0.379,352,-0.411283339
-0.379,353,-0.325692088
-0.379,354,-0.405366047
-0.379,355,-0.383405138
-0.379,356,-0.416034007
-0.379,357,-0.365293947
-0.388,358,-0.368481247
-0.388,359,-0.420439357
-0.388,360,-0.392402796
-0.388,361,-0.435091671
-0.397,362,-0.373142998
-0.397,363,-0.384974321
-0.397,364,-0.365801998
-0.397,365,-0.369587682
-0.41,366,-0.408115441
-0.41,367,-0.425219525
-0.41,368,-0.420576783
-0.41,369,-0.440596833
-0.427,370,-0.473238088
-0.427,371,-0.353261023
-0.427,372,-0.443373062
-0.427,373,-0.44395747
-0.45,374,-0.414113358
-0.45,375,-0.47952437
-0.45,376,-0.481069912
-0.45,377,-0.444260901
-0.471,378,-0.438503171
-0.471,379,-0.525818703
-0.471,380,-0.479649453
-0.471,381,-0.44117253
-0.489,382,-0.578366183
-0.489,383,-0.467773433
-0.489,384,-0.550934931
-0.489,385,-0.507142883
-0.511,386,-0.521296895
-0.511,387,-0.515730553
-0.511,388,-0.523403814
-0.511,389,-0.481598046
-0.524,390,-0.560665432
-0.524,391,-0.52306248
-0.524,392,-0.479379932
-0.524,393,-0.498233332
-0.524,394,-0.485189233
-0.524,395,-0.494501134
-0.524,396,-0.515814235
-0.524,397,-0.582972029
-0.52,398,-0.558147211
-0.52,399,-0.558754622
-0.52,400,-0.494216905
-0.52,401,-0.477510514
-0.498,402,-0.476863269
-0.498,403,-0.512132604
-0.498,404,-0.488059317
-0.498,405,-0.541873108
-0.45,406,-0.437339074
-0.45,407,-0.505430684
-0.45,408,-0.554951468
-0.45,409,-0.42700819
-0.397,410,-0.433480004
-0.397,411,-0.391953423
-0.397,412,-0.368247667
-0.397,413,-0.419745973
-0.318,414,-0.350840545
-0.318,415,-0.331110212
-0.318,416,-0.21351518
-0.318,417,-0.390735895
-0.221,418,-0.187394276
-0.221,419,-0.211733493
-0.221,420,-0.233084889
-0.221,421,-0.217177437
-0.124,422,-0.11758902
-0.124,423,-0.129753457
-0.124,424,-0.148726567
-0.124,425,-0.097225104
-0.018,426,-0.013102046
-0.018,427,0.056492427
-0.018,428,-0.062918086
-0.018,429,0.033839066
0.084,430,0.156187072
0.084,431,0.021307476
0.084,432,0.140919616
0.084,433,0.065509328
0.181,434,0.213142542
0.181,435,0.172422817
0.181,436,0.201135254
0.181,437,0.258637424
0.261,438,0.303101735
0.261,439,0.214354138
0.261,440,0.270753675
0.261,441,0.303216933
0.319,442,0.295255959
0.319,443,0.393815952
0.319,444,0.295343977
0.319,445,0.334092398
0.358,446,0.335795015
0.358,447,0.269555748
0.358,448,0.378763743
0.358,449,0.362769467
0.376,450,0.376237761
0.376,451,0.389491791
0.376,452,0.382113327
0.376,453,0.383740189
0.376,454,0.388173896
0.376,455,0.317055473
0.376,456,0.412687255
0.376,457,0.388807256
0.358,458,0.419131071
0.358,459,0.39743135
0.358,460,0.399471528
0.358,461,0.36464446
0.332,462,0.317574788
0.332,463,0.338368866
0.332,464,0.306997761
0.332,465,0.299682719
0.287,466,0.263043092
0.287,467,0.301564228
0.287,468,0.312361854
0.287,469,0.304385287
0.234,470,0.21079022
0.234,471,0.235082491
0.234,472,0.23599463
0.234,473,0.196674647
0.181,474,0.160203686
0.181,475,0.181700671
0.181,476,0.174111552
0.181,477,0.204303383
0.124,478,0.135411663
0.124,479,0.163001524
0.124,480,0.078696238
0.124,481,0.102267871
0.071,482,0.097166566
0.071,483,-0.013075946
0.071,484,0.033231907
0.071,485,0.084520112
0.004,486,0.007568045
0.004,487,-0.015098934
0.004,488,0.008085168
0.004,489,0.012439521
-0.058,490,-0.088340442
-0.058,491,-0.095388758
-0.058,492,-0.013354885
-0.058,493,-0.07879533
-0.119,494,-0.096172476
-0.119,495,-0.114748754
-0.119,496,-0.079329503
-0.119,497,-0.112418519
-0.185,498,-0.193104758
-0.185,499,-0.220949272
-0.185,500,-0.108541836
-0.185,501,-0.190708921
-0.247,502,-0.262809727
-0.247,503,-0.245409407
-0.247,504,-0.297842424
-0.247,505,-0.286704271
-0.309,506,-0.334273505
-0.309,507,-0.268384109
-0.309,508,-0.303510288
-0.309,509,-0.307067608
-0.358,510,-0.405777628
-0.358,511,-0.361878416
-0.358,512,-0.354177793
-0.358,513,-0.423398451
-0.415,514,-0.390358146
-0.415,515,-0.431863214
-0.415,516,-0.403149239
-0.415,517,-0.451605773
-0.465,518,-0.511878665
-0.465,519,-0.529474075
-0.465,520,-0.512511559
-0.465,521,-0.478436711
-0.508,522,-0.531393366
-0.508,523,-0.493258386
-0.508,524,-0.527348672
-0.508,525,-0.51018798
-0.544,526,-0.506098903
-0.544,527,-0.522686625
-0.544,528,-0.54745148
-0.544,529,-0.53533528
-0.571,530,-0.581137381
-0.571,531,-0.57843898
-0.571,532,-0.519705772
-0.571,533,-0.529533043
-0.584,534,-0.550349717
-0.584,535,-0.605055346
-0.584,536,-0.580929626
-0.584,537,-0.574263843
-0.597,538,-0.603031165
-0.597,539,-0.604191876
-0.597,540,-0.597566963
-0.597,541,-0.579253861
-0.602,542,-0.538311286
-0.602,543,-0.585936781
-0.602,544,-0.624908161
-0.602,545,-0.648474226
-0.588,546,-0.590048271
-0.588,547,-0.634000655
-0.588,548,-0.519198761
-0.588,549,-0.567171774
-0.566,550,-0.527175245
-0.566,551,-0.542377473
-0.566,552,-0.490096345
-0.566,553,-0.558648981
-0.548,554,-0.56794314
-0.548,555,-0.514352981
-0.548,556,-0.583448448
-0.548,557,-0.515034605
-0.526,558,-0.569834628
-0.526,559,-0.506802389
-0.526,560,-0.456733985
-0.526,561,-0.498926772
-0.495,562,-0.437226423
-0.495,563,-0.484923678
-0.495,564,-0.462113309
-0.495,565,-0.487292888
-0.473,566,-0.404786276
-0.473,567,-0.402868125
-0.473,568,-0.516227589
-0.473,569,-0.494898195
-0.451,570,-0.48278067
-0.451,571,-0.423297144
-0.451,572,-0.491443854
-0.451,573,-0.40047613
-0.429,574,-0.439054376
-0.429,575,-0.353000471
-0.429,576,-0.478251235
-0.429,577,-0.442665046
-0.424,578,-0.461764192
-0.424,579,-0.404663698
-0.424,580,-0.38295811
-0.424,581,-0.408179404
-0.42,582,-0.433523992
-0.42,583,-0.42524964
-0.42,584,-0.408306038
-0.42,585,-0.405824529
-0.424,586,-0.41410141
-0.424,587,-0.479495591
-0.424,588,-0.511950109
-0.424,589,-0.383301705
-0.429,590,-0.474805487
-0.429,591,-0.392730569
-0.429,592,-0.395522366
-0.429,593,-0.396211156
-0.442,594,-0.388236867
-0.442,595,-0.421395874
-0.442,596,-0.470002112
-0.442,597,-0.465701398
-0.46,598,-0.475904656
-0.46,599,-0.459852945
-0.46,600,-0.446323621
-0.46,601,-0.448990988
-0.477,602,-0.520197203
-0.477,603,-0.476532488
-0.477,604,-0.473665596
-0.477,605,-0.53936499
-0.504,606,-0.506558173
-0.504,607,-0.447752836
-0.504,608,-0.55720442
-0.504,609,-0.57369988
-0.522,610,-0.53125802
-0.522,611,-0.522646146
-0.522,612,-0.513504523
-0.522,613,-0.531008753
-0.539,614,-0.498237484
-0.539,615,-0.487116292
-0.539,616,-0.512402444
-0.539,617,-0.56143996
-0.552,618,-0.592711888
-0.552,619,-0.520444736
-0.552,620,-0.589840115
-0.552,621,-0.557637286
-0.552,622,-0.57648275
-0.552,623,-0.520172387
-0.552,624,-0.539793153
-0.552,625,-0.559435999
-0.544,626,-0.604473623
-0.544,627,-0.568636261
-0.544,628,-0.529030234
-0.544,629,-0.573814434
-0.526,630,-0.577820097
-0.526,631,-0.487652719
-0.526,632,-0.496423781
-0.526,633,-0.558193375
-0.486,634,-0.468868902
-0.486,635,-0.454849403
-0.486,636,-0.442757582
-0.486,637,-0.46679157
-0.433,638,-0.382496245
-0.433,639,-0.466668701
-0.433,640,-0.384045668
-0.433,641,-0.414460107
-0.353,642,-0.361226576
-0.353,643,-0.407991717
-0.353,644,-0.319500885
-0.353,645,-0.294216928
-0.266,646,-0.315335831
-0.266,647,-0.207464432
-0.266,648,-0.273836158
-0.266,649,-0.286828773
-0.168,650,-0.158451947
-0.168,651,-0.121456792
-0.168,652,-0.147431567
-0.168,653,-0.090422175
-0.07,654,-0.070057407
-0.07,655,-0.07428345
-0.07,656,-0.108097597
-0.07,657,-0.096607904
0.031,658,0.022973481
0.031,659,0.054834449
0.031,660,-0.012578505
0.031,661,0.06538996
0.129,662,0.097262947
0.129,663,0.081346802
0.129,664,0.100545724
0.129,665,0.100667565
0.208,666,0.252809876
0.208,667,0.166813523
0.208,668,0.21238554
0.208,669,0.227716506
0.27,670,0.298911318
0.27,671,0.257308847
0.27,672,0.247575027
0.27,673,0.277094302
0.33,674,0.332940418
0.33,675,0.330242227
0.33,676,0.385203251
0.33,677,0.316254065
0.347,678,0.350604961
0.347,679,0.361983612
0.347,680,0.362962987
0.347,681,0.393207503
0.356,682,0.332221411
0.356,683,0.377737628
0.356,684,0.35222265
0.356,685,0.412300549
0.339,686,0.374987995
0.339,687,0.340780633
0.339,688,0.351317012
0.339,689,0.36935254
0.307,690,0.30687791
0.307,691,0.276838773
0.307,692,0.277736031
0.307,693,0.261776771
0.271,694,0.262421831
0.271,695,0.236007652
0.271,696,0.271224441
0.271,697,0.283594216
0.221,698,0.27081803
0.221,699,0.217651551
0.221,700,0.226365087
0.221,701,0.272626949
0.167,702,0.126773551
0.167,703,0.159478234
0.167,704,0.106065941
0.167,705,0.135552997
0.108,706,0.104727203
0.108,707,0.104973549
0.108,708,0.14344108
0.108,709,0.190744513
0.054,710,0.049296879
0.054,711,0.039117846
0.054,712,0.059757773
0.054,713,0.091880481
-0.009,714,-0.02108027
-0.009,715,-0.036052801
-0.009,716,0.033845161
-0.009,717,-0.043091143
-0.072,718,-0.06268162
-0.072,719,-0.064251658
-0.072,720,-0.076443527
-0.072,721,-0.105396465
-0.131,722,-0.16652363
-0.131,723,-0.087840392
-0.131,724,-0.13432702
-0.131,725,-0.135705145
-0.195,726,-0.145100089
-0.195,727,-0.188018116
-0.195,728,-0.140226915
-0.195,729,-0.222621181
-0.258,730,-0.247129077
-0.258,731,-0.266669283
-0.258,732,-0.246262805
-0.258,733,-0.295254184
-0.317,734,-0.312413245
-0.317,735,-0.273196887
-0.317,736,-0.301371833
-0.317,737,-0.29646574
-0.375,738,-0.387603149
-0.375,739,-0.386852464
-0.375,740,-0.412854995
-0.375,741,-0.35910536
-0.424,742,-0.440989889
-0.424,743,-0.422825479
-0.424,744,-0.389009991
-0.424,745,-0.42936204
-0.466,746,-0.450269468
-0.466,747,-0.450034038
-0.466,748,-0.413532973
-0.466,749,-0.449640711
-0.506,750,-0.533305863
-0.506,751,-0.573441627
-0.506,752,-0.506070632
-0.506,753,-0.511162056
-0.537,754,-0.54683064
-0.537,755,-0.508512517
-0.537,756,-0.510441825
-0.537,757,-0.537129509
-0.56,758,-0.565502516
-0.56,759,-0.523813951
-0.56,760,-0.578906554
-0.56,761,-0.526114474
-0.574,762,-0.564608295
-0.574,763,-0.577490418
-0.574,764,-0.54160419
-0.574,765,-0.542995162
-0.583,766,-0.600799045
-0.583,767,-0.574166078
-0.583,768,-0.55137242
-0.583,769,-0.596324307
-0.574,770,-0.553156017
-0.574,771,-0.585842744
-0.574,772,-0.505899059
-0.574,773,-0.527783853
-0.565,774,-0.51774339
-0.565,775,-0.61827259
-0.565,776,-0.558616535
-0.565,777,-0.59194804
-0.542,778,-0.574081123
-0.542,779,-0.446208192
-0.542,780,-0.483731027
-0.542,781,-0.516473278
-0.519,782,-0.525650816
-0.519,783,-0.536780565
-0.519,784,-0.487350913
-0.519,785,-0.493999666
-0.501,786,-0.485367544
-0.501,787,-0.45138186
-0.501,788,-0.496701375
-0.501,789,-0.49822308
-0.47,790,-0.456030086
-0.47,791,-0.482951009
-0.47,792,-0.528838007
-0.47,793,-0.404603637
-0.448,794,-0.395041352
-0.448,795,-0.489501556
-0.448,796,-0.505393815
-0.448,797,-0.447838071
-0.429,798,-0.404885374
-0.429,799,-0.430353948
-0.429,800,-0.41224598
-0.429,801,-0.387158679
-0.411,802,-0.436502753
-0.411,803,-0.361558263
-0.411,804,-0.414108973
-0.411,805,-0.400755047
-0.402,806,-0.407001041
-0.402,807,-0.376607643
-0.402,808,-0.40851921
-0.402,809,-0.425517164
-0.398,810,-0.391188896
-0.398,811,-0.484774322
-0.398,812,-0.40965631
-0.398,813,-0.45044068
-0.398,814,-0.37756819
-0.398,815,-0.375321776
-0.398,816,-0.417716903
-0.398,817,-0.362592877
-0.406,818,-0.434668568
-0.406,819,-0.416092804
-0.406,820,-0.418462477
-0.406,821,-0.366972977
-0.424,822,-0.392447933
-0.424,823,-0.464695477
-0.424,824,-0.461394647
-0.424,825,-0.451230244
-0.438,826,-0.500317467
-0.438,827,-0.380213862
-0.438,828,-0.417141634
-0.438,829,-0.482596012
-0.461,830,-0.525962674
-0.461,831,-0.481978409
-0.461,832,-0.425588036
-0.461,833,-0.452825651
-0.483,834,-0.491088753
-0.483,835,-0.472288269
-0.483,836,-0.475297275
-0.483,837,-0.500512195
-0.501,838,-0.436645655
-0.501,839,-0.447742307
-0.501,840,-0.537568373
-0.501,841,-0.539665159
-0.515,842,-0.534535424
-0.515,843,-0.47722896
-0.515,844,-0.545919727
-0.515,845,-0.474033688
-0.528,846,-0.520379777
-0.528,847,-0.524310528
-0.528,848,-0.54264537
-0.528,849,-0.521155842
-0.524,850,-0.602599186
-0.524,851,-0.484290627
-0.524,852,-0.535973113
-0.524,853,-0.538421834
-0.515,854,-0.443051702
-0.515,855,-0.532363418
-0.515,856,-0.547830715
-0.515,857,-0.545527918
-0.488,858,-0.462117672
-0.488,859,-0.48401616
-0.488,860,-0.481080372
-0.488,861,-0.475171109
-0.443,862,-0.467072074
-0.443,863,-0.518844713
-0.443,864,-0.475407872
-0.443,865,-0.467764457
-0.38,866,-0.445688617
-0.38,867,-0.378796146
-0.38,868,-0.404201072
-0.38,869,-0.382548983
-0.303,870,-0.264116921
-0.303,871,-0.279886358
-0.303,872,-0.318132076
-0.303,873,-0.288131297
-0.208,874,-0.208235197
-0.208,875,-0.198147906
-0.208,876,-0.194487023
-0.208,877,-0.199008504
-0.108,878,-0.131258814
-0.108,879,-0.095550453
-0.108,880,-0.103156959
-0.108,881,-0.131761453
-0.004,882,-0.020547138
-0.004,883,0.018620725
-0.004,884,0.011739539
-0.004,885,-0.027976479
0.09,886,0.092065921
0.09,887,0.063042747
0.09,888,0.10497278
0.09,889,0.03314403
0.18,890,0.168379674
0.18,891,0.123637067
0.18,892,0.22628082
0.18,893,0.202883443
0.248,894,0.260780309
0.248,895,0.224460434
0.248,896,0.198002918
0.248,897,0.234586995
0.298,898,0.231438929
0.298,899,0.293161791
0.298,900,0.351458109
0.298,901,0.296568199
0.334,902,0.347291353
0.334,903,0.332466777
0.334,904,0.311805933
0.334,905,0.266965055
0.347,906,0.292477389
0.347,907,0.316570086
0.347,908,0.372133933
0.347,909,0.323656638
0.339,910,0.328870733
0.339,911,0.291131208
0.339,912,0.357716559
0.339,913,0.361312456
0.316,914,0.293994094
0.316,915,0.284400304
0.316,916,0.3647207
0.316,917,0.256999439
0.284,918,0.302627683
0.284,919,0.308139283
0.284,920,0.327185952
0.284,921,0.294717981
0.239,922,0.229791752
0.239,923,0.190403435
0.239,924,0.232399018
0.239,925,0.214515756
0.19,926,0.117640608
0.19,927,0.184912427
0.19,928,0.181607064
0.19,929,0.187099675
0.152,930,0.135579079
0.152,931,0.100910958
0.152,932,0.178481783
0.152,933,0.222125343
0.097,934,0.087973032
0.097,935,0.097281896
0.097,936,0.122667093
0.097,937,0.011214821
0.037,938,0.000250381
0.037,939,0.052664815
0.037,940,0.073749309
0.037,941,0.101369267
-0.023,942,0.003478135
-0.023,943,-0.091190724
-0.023,944,-0.007294982
-0.023,945,-0.056779836
-0.083,946,-0.056671704
-0.083,947,-0.110216308
-0.083,948,-0.075886541
-0.083,949,-0.106780678
-0.147,950,-0.09319514
-0.147,951,-0.169525632
-0.147,952,-0.130080289
-0.147,953,-0.165349309
-0.199,954,-0.200614393
-0.199,955,-0.168126773
-0.199,956,-0.201649385
-0.199,957,-0.203527693
-0.254,958,-0.322171118
-0.254,959,-0.298505798
-0.254,960,-0.189561694
-0.254,961,-0.282669953
-0.314,962,-0.379618541
-0.314,963,-0.312799377
-0.314,964,-0.319765957
-0.314,965,-0.308834873
-0.364,966,-0.320774095
-0.364,967,-0.299938474
-0.364,968,-0.374223376
-0.364,969,-0.344332552
-0.41,970,-0.355899894
-0.41,971,-0.403503487
-0.41,972,-0.370135287
-0.41,973,-0.425264537
-0.447,974,-0.421171435
-0.447,975,-0.443400598
-0.447,976,-0.421976296
-0.447,977,-0.44555154
-0.484,978,-0.496255276
-0.484,979,-0.453126812
-0.484,980,-0.445686178
-0.484,981,-0.488060374
-0.516,982,-0.540599246
-0.516,983,-0.497862075
-0.516,984,-0.560688933
-0.516,985,-0.482618595
-0.53,986,-0.545583247
-0.53,987,-0.503905647
-0.53,988,-0.535591719
-0.53,989,-0.557924438
-0.544,990,-0.505676316
-0.544,991,-0.491289162
-0.544,992,-0.459405204
-0.544,993,-0.521347584
-0.544,994,-0.578772725
-0.544,995,-0.565600543
-0.544,996,-0.526182753
-0.544,997,-0.499575395
-0.535,998,-0.534750342
-0.535,999,-0.542713837
-0.535,1000,-0.565400227
-0.535,1001,-0.523504556
-0.516,1002,-0.470106303
-0.516,1003,-0.536174747
-0.516,1004,-0.497251125
-0.516,1005,-0.494352016
-0.502,1006,-0.565740885
-0.502,1007,-0.491243322
-0.502,1008,-0.468811363
-0.502,1009,-0.495924885
-0.479,1010,-0.477242176
-0.479,1011,-0.45845002
-0.479,1012,-0.551590781
-0.479,1013,-0.476875079
-0.452,1014,-0.500459622
-0.452,1015,-0.471741644
-0.452,1016,-0.441830922
-0.452,1017,-0.48595738
-0.428,1018,-0.405005558
-0.428,1019,-0.435642553
-0.428,1020,-0.436248885
-0.428,1021,-0.412700194
-0.41,1022,-0.416023816
-0.41,1023,-0.364244131
-0.41,1024,-0.420722523
-0.41,1025,-0.389911189
-0.392,1026,-0.422863004
-0.392,1027,-0.366263823
-0.392,1028,-0.387886394
-0.392,1029,-0.385502889
-0.383,1030,-0.322389254
-0.383,1031,-0.390698106
-0.383,1032,-0.39005137
-0.383,1033,-0.489967151
-0.373,1034,-0.372450266
-0.373,1035,-0.370518896
