PPG,Serial_No,filtered_data,noise_ppg
-0.421,225,-0.3842340462460665,0.22312293068628203
-0.431,226,-0.39170366725564026,-0.663552496820448
-0.431,227,-0.3908751093910184,-0.8892469334522248
-0.431,228,-0.39165799011934826,0.0749147022364966
-0.431,229,-0.39274683919949993,0.31133310697228106
-0.441,230,-0.3987988035342917,0.10536054712761483
-0.441,231,-0.39729501315592464,-0.9407720143802933
-0.441,232,-0.39786160513347507,-0.4776174190679591
-0.441,233,-0.3988056523402285,-1.0936375585296356
-0.426,234,-0.3908974174663569,-1.170508307283554
-0.426,235,-0.39228277426765673,0.03453719346002587
-0.426,236,-0.38895087265575917,0.27324294725120907
-0.426,237,-0.38421927142845846,-1.1374453466216932
-0.417,238,-0.3753749503532235,0.33154275990132603
-0.417,239,-0.3741821624099822,-0.43938509879187687
-0.417,240,-0.37175262766949485,-0.2774951023185364
-0.417,241,-0.36911418125985973,-0.7913041593687395
-0.394,242,-0.3542523368033926,-0.31453934185894483
-0.394,243,-0.3555044059707118,0.3359959184317638
-0.394,244,-0.35087955033976365,-0.40548591098990716
-0.394,245,-0.34466987892576684,-0.4735828888487694
-0.37,246,-0.32656188000014286,-1.1509315092840122
-0.37,247,-0.32690050684442384,0.31086310716477916
-0.37,248,-0.32243479018266524,-0.8888446952880928
-0.37,249,-0.3169022257917422,0.21383779303249306
-0.342,250,-0.2972683673915547,-0.3855412069824678
-0.342,251,-0.2984905128170872,-0.6773541212622898
-0.342,252,-0.29347584286182304,0.41730946653851303
-0.342,253,-0.2868589535193752,-0.9125834587301715
-0.309,254,-0.2635432912744141,-0.7738426835781843
-0.309,255,-0.2649080045540632,-0.8082280538598234
-0.309,256,-0.2590865708074163,-0.8732676642526664
-0.309,257,-0.2515209163152027,-0.15638031300981897
-0.281,258,-0.2303063176174926,-0.7148449577405265
-0.281,259,-0.23078122495127745,0.1893592821738439
-0.281,260,-0.22570606749463532,-0.44253312943155176
-0.281,261,-0.21937263057872186,0.29827218887915974
-0.258,262,-0.20185206402615885,0.49147305742139624
-0.258,263,-0.202111417703721,-0.5849818810898197
-0.258,264,-0.19779377036857224,-0.7195737770471432
-0.258,265,-0.19247947258874165,0.31611953764850653
-0.243,266,-0.1801857567654315,0.2266136691008631
-0.243,267,-0.17994538747333388,-0.7744648123246907
-0.243,268,-0.17707818723380517,-0.08775501052699886
-0.243,269,-0.1737337104862069,-0.14380176681502443
-0.23,270,-0.164097521409705,0.007748105504064101
-0.23,271,-0.16445102064798162,0.17530238291030428
-0.23,272,-0.16214823009242282,0.05442672423017711
-0.23,273,-0.15923521926710504,-0.09840057600219557
-0.22,274,-0.15151629421649,0.33407578526686266
-0.22,275,-0.15161338869562344,-0.9286424612686734
-0.22,276,-0.14976301417868967,-0.6247315056653052
-0.22,277,-0.14745282234549242,0.18282608989708024
-0.22,278,-0.14558342177590122,0.4653313962423057
-0.22,279,-0.1443959150174275,-0.2871745796142646
-0.22,280,-0.14371181483625792,0.14607556553861842
-0.22,281,-0.14323275154971088,0.48364680780797153
-0.225,282,-0.1454722343812403,-0.546212035166241
-0.225,283,-0.1442257572458491,0.4287373509655854
-0.225,284,-0.14429603803470578,-0.4416971209302033
-0.225,285,-0.14480939836481616,-0.35882965104176534
-0.239,286,-0.15285722873795662,-0.3356964212611645
-0.239,287,-0.15108417472329116,0.10715715728454378
-0.239,288,-0.15287648988852223,0.09852338986197617
-0.239,289,-0.15567397619319695,0.055130089064278964
-0.253,290,-0.16547058046297142,-0.3281137970435689
-0.253,291,-0.1645555021098314,0.3279071596605103
-0.253,292,-0.16647607288164534,-0.5379418630898513
-0.253,293,-0.16902286268838396,-0.47471863919473445
-0.267,294,-0.17848729659959411,-0.8003046294104729
-0.267,295,-0.17730440957166,-0.26657910523091544
-0.267,296,-0.17903295537237937,-0.7651316893780851
-0.267,297,-0.1814097095518925,0.2156379512326141
-0.295,298,-0.19831217469959184,0.29335066392510784
-0.295,299,-0.19496657845504162,-0.22033209808033544
-0.295,300,-0.19825726291213894,0.23094114727965215
-0.295,301,-0.20325568144394504,0.04741019611568659
-0.314,302,-0.21723544576506165,0.3592752301514954
-0.314,303,-0.2159881307382099,-0.6681561206801641
-0.314,304,-0.21817116236632356,-0.3341358935488418
-0.314,305,-0.2211802680670889,-1.0299059482645478
-0.333,306,-0.23384203101288575,-0.4609865677164396
-0.333,307,-0.2324163953514553,-0.21878253200354042
-0.333,308,-0.23524087397685675,-0.35446938585749016
-0.333,309,-0.23909690082936413,-0.5973094346063219
-0.342,310,-0.24683961066740776,-1.0402655417598874
-0.342,311,-0.24677131332771401,-0.8592736200436935
-0.342,312,-0.24775665563703128,0.1731921335408177
-0.342,313,-0.24870153494332703,-1.0958757766921847
-0.351,314,-0.25393236343339304,-0.17937469835721187
-0.351,315,-0.25231084500857526,0.08602283058601878
-0.351,316,-0.25259491799625716,-0.21128393854466798
-0.351,317,-0.2533185989447726,-1.1041235547358346
-0.342,318,-0.24866069171521865,-0.5101628322342016
-0.342,319,-0.24943898415171867,0.4203200176383181
-0.342,320,-0.24731988792197593,0.31271073740334304
-0.342,321,-0.24440680683165,-0.8623693650618618
-0.319,322,-0.22954562352174845,-1.0275954321127378
-0.319,323,-0.23142010908574745,0.44213324760447464
-0.319,324,-0.22793041286129714,-1.0061769976356245
-0.319,325,-0.22302982117291348,-0.7998385901150246
-0.272,326,-0.19351016136888052,-0.4738508034370008
-0.272,327,-0.19774259531108662,0.23661736820715806
-0.272,328,-0.19056140268032482,0.34085820191976623
-0.272,329,-0.18021962289642238,-0.9732904240970386
-0.206,330,-0.13593232661902555,0.3436155899562331
-0.206,331,-0.14031213384677654,0.27572767157917355
-0.206,332,-0.12976282105398432,0.2917949570490964
-0.206,333,-0.11539591126000806,0.17760001406631484
-0.127,334,-0.06104302188341623,0.4738945424857174
-0.127,335,-0.06573566419248592,-0.8709149401814037
-0.127,336,-0.05318479974023999,-0.45008524382946313
-0.127,337,-0.036442641799400724,0.021163092906512304
-0.023,338,0.033122973091420434,0.3569730841402867
-0.023,339,0.025476977021920665,0.57170540537572
-0.023,340,0.040934509619634164,0.4557227137987596
-0.023,341,0.06205953897000775,0.370427557776257
0.094,342,0.1418393935740597,-0.5469756776922323
0.094,343,0.13352692780683104,0.7699323354168186
0.094,344,0.15036829863190504,-0.7177665017194449
0.094,345,0.1734051391701512,-0.42449870696642755
0.216,346,0.25749280085951276,0.42286692169672835
0.216,347,0.2495321234441198,-0.2558495429480645
0.216,348,0.2676717422940443,-0.2901957721776809
0.216,349,0.29220085358671316,0.2696131610741923
0.333,350,0.3747304151365768,0.6126001808493073
0.333,351,0.3680795849176429,-0.1514875608976945
0.333,352,0.3856409456497663,0.33598965660242525
0.333,353,0.40877009732822817,-0.05423012909538305
0.441,354,0.4849055832751288,0.8113187628680882
0.441,355,0.478203213313173,0.5278049004934755
0.441,356,0.49347276816591296,0.8397101454262177
0.441,357,0.5136783380710407,0.3987985401491299
0.534,358,0.5791110189687942,0.8009929729782811
0.534,359,0.5727072239246818,0.9774313674496006
0.534,360,0.5849305792580368,0.40471268116692694
0.534,361,0.6013985102954431,1.3026514774032085
0.597,362,0.6476941000460656,0.9550707028822863
0.597,363,0.6440669294207038,0.7226933832695028
0.597,364,0.6521454959678687,-0.14633217263632559
0.597,365,0.6627533518418447,-0.17957730658424298
0.647,366,0.697614684528126,0.19028521450763658
0.647,367,0.6938187260636424,0.21502798413876817
0.647,368,0.6999549712691202,0.42339056449962764
0.647,369,0.7081938491537421,0.9244856044737365
0.675,370,0.728987934625004,0.488931873200137
0.675,371,0.7266134984074808,0.5410721273204664
0.675,372,0.7286310066927397,0.08859515432607235
0.675,373,0.7313088145151563,0.9600962672576477
0.684,374,0.7374057158104783,1.1960899428723375
0.684,375,0.735398825256943,0.7467263169877791
0.684,376,0.7344060017072278,1.4347680784851684
0.684,377,0.7335262635404525,1.2118713127630323
0.671,378,0.7251617002076127,0.21723880730559497
0.671,379,0.7251704100896164,0.2885972178022432
0.671,380,0.7213300754538228,0.1233697210761705
0.671,381,0.7163459306381049,0.4857980174651527
0.638,382,0.6939610372211871,0.12280706042050682
0.638,383,0.6952299986215594,0.580356234193026
0.638,384,0.6884909221562583,0.2097431508086411
0.638,385,0.6795505311677656,1.39426551789543
0.592,386,0.646962080699426,0.09642620034913468
0.592,387,0.6482842471764277,0.763991300803355
0.592,388,0.6391665773383914,0.036463334137447734
0.592,389,0.6273387648882655,0.900147974291021
0.536,390,0.5870826067087411,0.10150973311152317
0.536,391,0.5885907847389271,0.7365442262535181
0.536,392,0.5778238463768726,0.9360939868512296
0.536,393,0.5640846602698725,1.155347650814123
0.486,394,0.5258819553805081,0.4906351044161248
0.486,395,0.5262800596557214,0.48534244810956395
0.486,396,0.5167096686615781,1.0936615799817035
0.486,397,0.5049271494604542,0.06490033642022441
0.425,398,0.4623806220843727,0.5294810944596233
0.425,399,0.46526487802901506,0.8135287461008793
0.425,400,0.4546741889516008,1.056654238688112
0.425,401,0.44079911667914273,-0.15760580381472483
0.361,402,0.39507351345675784,1.011594801993513
0.361,403,0.3978897440482949,0.10711840546748075
0.361,404,0.38721425901967155,-0.26141153331714206
0.361,405,0.37325664265831643,0.4879644056458836
0.301,406,0.32955160168459174,0.5084286914713949
0.301,407,0.3315103054388435,0.05943697225615435
0.301,408,0.3209030755679083,-0.3130282759305843
0.301,409,0.30724214413518497,0.9703030408626427
0.236,410,0.26095427354005485,-0.49072558788078147
0.236,411,0.26355741083601053,0.5531516672872795
0.236,412,0.252240840457336,0.4982805018234856
0.236,413,0.23768447919879815,0.34432671360601697
0.18,414,0.19596034745794377,0.6474143814096764
0.18,415,0.19771155886006012,0.5941098054809193
0.18,416,0.18846431584463708,0.803244574868244
0.18,417,0.1767996498250499,0.5250354592353628
0.12,418,0.13518595976835202,0.35058273494026815
0.12,419,0.1386835406640512,0.47297312510412604
0.12,420,0.12919633494493826,0.7573161641026716
0.12,421,0.11652482085488919,-0.04411946330337291
0.065,422,0.0767562902445382,0.578810412539676
0.065,423,0.07916204202809175,-0.40713931544680393
0.065,424,0.07033016031009533,-0.11706355095817805
0.065,425,0.058850821516931065,-0.7363562408127557
0.009,426,0.01942973074210122,-0.04755575421797532
0.009,427,0.022289563012372393,0.2380300795372967
0.009,428,0.013209988144875864,-0.7496540826152072
0.009,429,0.001281711810834918,-0.13360095035059016
-0.046,430,-0.037854982334106474,0.5896223477055357
-0.046,431,-0.035043064727302474,0.1772197935483752
-0.046,432,-0.04358736833101978,0.6366273083950268
-0.046,433,-0.05472836405938683,-0.2551546636971313
-0.097,434,-0.0909168758103783,0.6132958301806876
-0.097,435,-0.08805250451549768,0.5401554802287659
-0.097,436,-0.09566854293902624,-0.5729332671040753
-0.097,437,-0.10574499394721175,0.21631029080827044
-0.143,438,-0.13845084833899252,0.3284767555462734
-0.143,439,-0.13593448482352977,0.3763963809636418
-0.143,440,-0.1428650554137484,-0.29197115501605964
-0.143,441,-0.15200715510777812,-0.14056484817947243
-0.185,442,-0.18182217601762396,-0.9563859791844289
-0.185,443,-0.1794871294579163,0.37160069353168174
-0.185,444,-0.18575623235724512,-0.4345142377699513
-0.185,445,-0.19398950601896914,-0.8488867760795968
-0.231,446,-0.22519968656067027,-0.45083428072111553
-0.231,447,-0.22176275516508062,0.08992545328525711
-0.231,448,-0.2281807590428407,0.3689582743601594
-0.231,449,-0.23693981942822068,-0.6680346809307723
-0.254,450,-0.2559390337730034,-0.8194084871927083
-0.254,451,-0.2556405049137676,0.026830217378347343
-0.254,452,-0.25881235088986254,-0.5327168832295436
-0.254,453,-0.2626038982597094,-0.3091656669148881
-0.282,454,-0.2806567585589157,-0.18060768733745475
-0.282,455,-0.27819036872016845,-0.30669816137302613
-0.282,456,-0.2821552242759492,-0.8690562678242308
-0.282,457,-0.2876590584199344,0.17831289169734327
-0.291,458,-0.2964976356399317,0.3520819861586915
-0.291,459,-0.2966888537025587,0.12763133144105315
-0.291,460,-0.2973447613125262,-0.8183643402264624
-0.291,461,-0.2977969783835423,-0.8906957080915685
-0.3,462,-0.30271121527516043,-0.22657433690246637
-0.3,463,-0.3010937511795882,0.09121937690564214
-0.3,464,-0.30167178783823273,-0.8298155671311256
-0.3,465,-0.3028531983028717,-1.0593993952336465
-0.296,466,-0.3014041331878786,-0.5522731766142885
-0.296,467,-0.3018967650142966,-0.8348329984376561
-0.296,468,-0.3006936402213154,0.07770012400954646
-0.296,469,-0.2989180774696202,-0.5101062656133459
-0.291,470,-0.294631106757232,-0.5874341179734246
-0.291,471,-0.29425496215455577,0.09899922354950658
-0.291,472,-0.2929389372902011,-0.8908824695259476
-0.291,473,-0.29139783246509354,-0.6349503659531185
-0.282,474,-0.28512180076193383,0.34279185613749336
-0.282,475,-0.2852470663598533,-0.39877751605793593
-0.282,476,-0.28312443140501997,0.26111260968648503
-0.282,477,-0.28036615640543694,-0.7118175125303016
-0.264,478,-0.26819665340633697,-0.8758422113231294
-0.264,479,-0.26905956380570956,-0.2544908897387015
-0.264,480,-0.26570635016462607,-0.3525059663471234
-0.264,481,-0.2613084985092107,0.5013757605566568
-0.24,482,-0.24475510226294328,0.43574090762042406
-0.24,483,-0.24608278562792074,0.08959594976897434
-0.24,484,-0.24210571185291194,-0.520568166441891
-0.24,485,-0.23678699724138133,-0.07858089108780042
-0.212,486,-0.21730359970744537,-0.2652190484770852
-0.212,487,-0.21872785990268323,-0.0918098436320626
-0.212,488,-0.21398559268933653,-0.13855769761851547
-0.212,489,-0.20767591330213594,-0.7040736933112427
-0.19,490,-0.19066092610666005,-0.2559590252879918
-0.19,491,-0.19078864974082127,0.3742062114271956
-0.19,492,-0.1866487908643388,0.5360899953336544
-0.19,493,-0.18157604446221248,0.17453838938022465
-0.171,494,-0.16723741923814056,-0.9854833236978284
-0.171,495,-0.16753392586739926,0.5706170336311177
-0.171,496,-0.16403617982658716,-0.9917534542349246
-0.171,497,-0.15975833345177556,0.5664763222891563
-0.162,498,-0.15164483607477444,0.42456200946338707
-0.162,499,-0.15125602562430818,-0.8830328803856589
-0.162,500,-0.14966059729817957,0.24360276872808664
-0.162,501,-0.147936726907006,0.22531212385971203
-0.152,502,-0.1412225711958671,0.3657471900667568
-0.152,503,-0.14190443372239406,-0.32524510618472413
-0.152,504,-0.14029813188453386,-0.4566137897603142
-0.152,505,-0.13809190943302085,0.13347010135258944
-0.152,506,-0.1363555903280157,-0.2740660902907801
-0.152,507,-0.13540149899552523,-0.23358660076078472
-0.152,508,-0.13503156467807792,-0.6494103840803159
-0.152,509,-0.1348808756814942,0.5753953869763555
-0.157,510,-0.13739507278310614,-0.9342650645528444
-0.157,511,-0.1363285139210752,0.08970877214019182
-0.157,512,-0.13647669027789874,-0.6449801866454725
-0.157,513,-0.13698534946988286,0.14794446612207404
-0.167,514,-0.14279665446137385,-0.2225184337470719
-0.167,515,-0.1415030325362337,-0.09836729646508766
-0.167,516,-0.14272064067656287,-0.21584471643891098
-0.167,517,-0.14468617781193466,0.22456442264839196
-0.185,518,-0.1560866864246993,-0.13872971567499442
-0.185,519,-0.15445259439363307,0.2173517556829922
-0.185,520,-0.15703982248039725,-0.31999809304318344
-0.185,521,-0.16068662712642498,-1.0112399648941541
-0.203,522,-0.1732248157729637,0.0015631074211876483
-0.203,523,-0.17196407860589907,0.4446265963251805
-0.203,524,-0.17435934620441307,-0.13080649683935636
-0.203,525,-0.17758284743400182,-0.5146690100025859
-0.227,526,-0.19300588886833508,-0.9479192013262081
-0.227,527,-0.19069058389184262,-0.5485291320178248
-0.227,528,-0.19378911163852805,-0.10418335383722024
-0.227,529,-0.1982461752911171,-0.039493351932225834
-0.249,530,-0.21352698173671594,0.05891895277408654
-0.249,531,-0.21188654267412121,-0.9943033080930256
-0.249,532,-0.21470359972959194,-0.37349680011997566
-0.249,533,-0.21857729310891957,0.01848703739994728
-0.282,534,-0.23944003986032047,-0.7548747858332399
-0.282,535,-0.23619958576985842,-0.47906011916082253
-0.282,536,-0.24061242182683978,-0.059620465640816855
-0.282,537,-0.2469751930877039,-0.29767949914297537
-0.305,538,-0.26424276005087083,0.40305509853780924
-0.305,539,-0.26311728638046283,-0.08924216319078088
-0.305,540,-0.26610058625396277,0.29516581401380143
-0.305,541,-0.26994067718534104,0.23786814849874377
