PPG,Serial_No,noise_ppg,noisew_ppg,filtered_PPG
-0.399,31,-0.4015786767661836,-0.39236088127249963,-0.3227220661179297
-0.399,32,-0.44621372555522926,-0.4026147271668279,-0.32628673267071184
-0.399,33,-0.40888548494984583,-0.3656005657189709,-0.3268246767261525
-0.406,34,-0.3955023448770312,-0.3808063411313959,-0.3279824809032039
-0.406,35,-0.47147724241356653,-0.3702137848911988,-0.31949456191745573
-0.406,36,-0.3604504658643189,-0.3772116555539722,-0.31130049844406793
-0.406,37,-0.3270632743620188,-0.37360328849105634,-0.3034222273150756
-0.409,38,-0.40996227427278586,-0.4090673735218086,-0.2986555717500504
-0.409,39,-0.4097442731209281,-0.43196904113360796,-0.2938915525113457
-0.409,40,-0.36151717629893404,-0.3791398622470295,-0.2937170597462645
-0.409,41,-0.33012533880121725,-0.3818583253172385,-0.2968673405135664
-0.413,42,-0.44153341822712056,-0.42238256657501677,-0.3039994248931352
-0.413,43,-0.4061464402637304,-0.41247025762785905,-0.30698929310508477
-0.413,44,-0.41878191899653755,-0.3861022915854917,-0.3091168287046409
-0.413,45,-0.3502587757200309,-0.4247964048637606,-0.3084272309673637
-0.425,46,-0.45685750497917543,-0.43529515286222914,-0.31277929299845103
-0.425,47,-0.4215540977999872,-0.41954268245821225,-0.304623792242735
-0.425,48,-0.40973748122787196,-0.415500077792335,-0.299432670444368
-0.425,49,-0.45168334803421134,-0.43591333974707686,-0.29493885436550404
-0.428,50,-0.47649776968103763,-0.4614573466577731,-0.2923661321845746
-0.428,51,-0.38561837113233816,-0.41287076150663404,-0.2884742264187108
-0.428,52,-0.4872234992621865,-0.40528860771494424,-0.2884154356489743
-0.428,53,-0.43739640682675024,-0.4408219282274922,-0.2912821738814246
-0.436,54,-0.45166643751196606,-0.4236015630140224,-0.300562938346194
-0.436,55,-0.38589800456325124,-0.4618331529497865,-0.3019656061954079
-0.436,56,-0.46959246713279246,-0.46410095030168613,-0.3036378401094085
-0.436,57,-0.40975076953419787,-0.45448440418460445,-0.3028389744306163
-0.44,58,-0.4023428493966472,-0.46148796517346513,-0.30145858599569847
-0.44,59,-0.5210631032256894,-0.433028855771264,-0.29461162060538565
-0.44,60,-0.4113720667989008,-0.4091830323681122,-0.2889870523502084
-0.44,61,-0.4557276127161193,-0.43530765164857477,-0.2847900622097926
-0.444,62,-0.35985267040930213,-0.436993358187632,-0.28469966039116523
-0.444,63,-0.4415775521983956,-0.44139541544057653,-0.2827186359698747
-0.444,64,-0.4350268815195789,-0.4126279498108725,-0.28365079400574417
-0.444,65,-0.4332369584679419,-0.45741622733804216,-0.28590687166405193
-0.448,66,-0.4209067680117222,-0.42874131357059775,-0.29073065905319173
-0.448,67,-0.4653233601987038,-0.4580829905630617,-0.29107575774313843
-0.448,68,-0.3770225976837235,-0.45079449520472054,-0.2912278162209231
-0.448,69,-0.4350482468015072,-0.45735781829983085,-0.28984732926898854
-0.455,70,-0.5099633451684797,-0.44095072600468577,-0.29140226293354415
-0.455,71,-0.442118856103576,-0.42413668556793854,-0.2858594212538703
-0.455,72,-0.4597967230001834,-0.4227130631078294,-0.28255489211195217
-0.455,73,-0.5058333569373832,-0.48965537574835244,-0.28026356096158705
-0.455,74,-0.4484001981778606,-0.474618064088317,-0.27823148787517016
-0.455,75,-0.45867964661738314,-0.4715989427554062,-0.2768794057626363
-0.455,76,-0.4122898808247183,-0.43692854372456913,-0.2768987278897887
-0.455,77,-0.4810485227681672,-0.46159544220206267,-0.27820045325529763
-0.455,78,-0.32848639759679604,-0.4797249385472797,-0.27979901732891727
-0.455,79,-0.512264010730885,-0.46731589926964767,-0.28050680966672853
-0.455,80,-0.4680061394606857,-0.44413399878693344,-0.27965413455700966
-0.455,81,-0.48019769373772425,-0.4420908506673645,-0.2772978949390253
-0.451,82,-0.42839902526977114,-0.46263706824297185,-0.27111155621179395
-0.451,83,-0.478706726477473,-0.47913574441203427,-0.2679088850154441
-0.451,84,-0.4469839940361495,-0.4589107484889904,-0.2637414555493365
-0.451,85,-0.488321272026847,-0.4248005474443174,-0.2604393972476073
-0.436,86,-0.3984105581319279,-0.4638232755685492,-0.24827650769235
-0.436,87,-0.4300154587771172,-0.40093120280481126,-0.25004013153398436
-0.436,88,-0.4154896601492567,-0.4392903297974553,-0.24775570649873174
-0.436,89,-0.3901804397810018,-0.4024568288918067,-0.24569979993524182
-0.417,90,-0.4419774100161522,-0.40270897677922834,-0.23250078168257282
-0.417,91,-0.39767084121151897,-0.44458239434422125,-0.23603741613847665
-0.417,92,-0.40047348398106947,-0.4431802357175636,-0.2321814434421549
-0.417,93,-0.4688946381566063,-0.40451380496634387,-0.22630752942929827
-0.387,94,-0.39787825738295535,-0.36264878173414516,-0.2012176051084831
-0.387,95,-0.3879891831230751,-0.3568902170799499,-0.20319343881868737
-0.387,96,-0.3736113052561946,-0.3854267152957421,-0.1960582183192802
-0.387,97,-0.37057835286612023,-0.4131156038442898,-0.1887175028557383
-0.346,98,-0.3137186711059903,-0.3758863992622482,-0.15767530438281244
-0.346,99,-0.36066870236525617,-0.329098283484937,-0.1648787262419331
-0.346,100,-0.35075870083779553,-0.31697654387645413,-0.15932129070148704
-0.346,101,-0.32178218208150283,-0.3690567419469764,-0.15214885768988895
-0.293,102,-0.30332643740672055,-0.2848288813239971,-0.1130705573462564
-0.293,103,-0.2582174074932923,-0.300031877706759,-0.12217291812743969
-0.293,104,-0.3353995409692945,-0.30882263927565196,-0.11352768484995715
-0.293,105,-0.2432055665868649,-0.2984323146974935,-0.1018870910027595
-0.23,106,-0.2764698091378976,-0.26627199621506353,-0.052819108000355205
-0.23,107,-0.17378118174792637,-0.2647776671025335,-0.062315116004600365
-0.23,108,-0.20802496537583737,-0.2609966761254346,-0.05208624154175645
-0.23,109,-0.2453207663248673,-0.20816092935591352,-0.03947415195087717
-0.162,110,-0.10052202363449438,-0.1524870893673677,0.011753573896723837
-0.162,111,-0.15788281788923264,-0.1898130203062524,-0.0015891375690825632
-0.162,112,-0.14744523672764018,-0.19719412095376135,0.006265195629645066
-0.162,113,-0.1797405204070555,-0.1703568896448662,0.017691116917299722
-0.083,114,-0.12156667833897715,-0.07893377811811683,0.07618159249868106
-0.083,115,-0.08152183856752819,-0.07069726604019547,0.0615411203620644
-0.083,116,-0.09664232944562183,-0.08055529628445139,0.07230450552727011
-0.083,117,-0.1412496145787797,-0.11795706162665559,0.08715306941319981
0.004,118,0.004615550597774643,-0.026338488117830267,0.15289569386038643
0.004,119,-0.037839293256454076,0.03891443044449894,0.13714371405711856
0.004,120,0.02102155238007007,-0.007869720150641968,0.14874115306413777
0.004,121,-0.016567535967050476,0.021139863028531384,0.16430501539761855
0.09,122,0.08708938434647939,0.05815920832866464,0.2282570794259071
0.09,123,0.10871612131462224,0.11482939431266029,0.20992340710519522
0.09,124,0.026300192720130594,0.10763461289629381,0.2183974417920679
0.09,125,0.07381972816370419,0.0872114372497464,0.23181133136830437
0.173,126,0.1852270606961173,0.1993339419631346,0.29285849088525795
0.173,127,0.17128958580586756,0.1888900967327089,0.2749762266042416
0.173,128,0.10856354180717497,0.18981596454601224,0.2832068866830882
0.173,129,0.22768566857938474,0.19006968360175722,0.296389803442491
0.248,130,0.22068191998953618,0.27475949887682877,0.35196159077928646
0.248,131,0.2858385924701657,0.26766015149238226,0.3353290284779814
0.248,132,0.28567400293765693,0.24302714098617123,0.3417333950520049
0.248,133,0.2753007713126144,0.23257525250632846,0.3523250992585836
0.32,134,0.3341164835724928,0.3092358021802908,0.40397927434525566
0.32,135,0.2864054164753726,0.28827087547954167,0.3866337267153555
0.32,136,0.32752163132211126,0.342068719226929,0.3913409726344017
0.32,137,0.41271053663202717,0.2932684328492611,0.3999961628578085
0.384,138,0.400991471555341,0.35511418317248616,0.44473770956822734
0.384,139,0.35076143465913256,0.41731968446738227,0.4281448536575421
0.384,140,0.37958472688749256,0.4024414932725347,0.43178457550210786
0.384,141,0.3203064048632666,0.3789715803241499,0.43962114744085895
0.428,142,0.35882938191073926,0.3896523712118646,0.47044839903412555
0.428,143,0.4329650321347892,0.43350294384638877,0.4568175994504604
0.428,144,0.48562170969559565,0.4490820803665641,0.4562582277336417
0.428,145,0.3741826226909087,0.41404350845603194,0.45897899337275216
0.47,146,0.5194030215846688,0.4806004403025839,0.48633729382644114
0.47,147,0.48631768163137606,0.4974610125914063,0.47331084804475765
0.47,148,0.4255423602884088,0.4852758280803291,0.47256995926748996
0.47,149,0.4671879786362624,0.44311245496530105,0.47380964082458055
0.5,150,0.5118474584174697,0.5105119567278411,0.4910661384750211
0.5,151,0.5362447547156907,0.5124554583496516,0.47906456633873146
0.5,152,0.47810764212259815,0.4998965371130511,0.4769351088793056
0.5,153,0.5518881411043248,0.48275162291176127,0.4775188231824823
0.518,154,0.47372422006775555,0.5015381378099532,0.4873765775241182
0.518,155,0.5025929050568206,0.49890531626982043,0.4783410762839628
0.518,156,0.5039011673243228,0.5550299517011633,0.47411318720697154
0.518,157,0.5204790491304717,0.5217783278610545,0.47110353074544536
0.526,158,0.5470080674824804,0.5630694844973839,0.47168254708912877
0.526,159,0.5611250951310507,0.5311173097985007,0.4632973335461354
0.526,160,0.5757639023549505,0.49289431568025455,0.4569543871233835
0.526,161,0.5064605141823544,0.5599731654895036,0.4515947428359302
0.526,162,0.5469219498096508,0.530950203304722,0.44595891273296223
0.526,163,0.5964575461769035,0.4922048712086923,0.43982076854076846
0.526,164,0.5312201911304156,0.5582191244938396,0.433763918772914
0.526,165,0.5578904245451726,0.5169706399021923,0.42828005852061135
0.518,166,0.5334594565089305,0.5299315291804836,0.4175406837038683
0.518,167,0.5180247519609747,0.4865081240656138,0.41334017026286896
0.518,168,0.5080317193605691,0.495291023972627,0.4061740632013075
0.518,169,0.5024320693827647,0.5276228409871008,0.3987021436520988
0.503,170,0.5686942444539848,0.4858728365741106,0.38181602096261347
0.503,171,0.5178335165023628,0.49301407744758424,0.37820802182012514
0.503,172,0.44450883566394556,0.5005803725469443,0.36968775732058473
0.503,173,0.5237250693366384,0.5247490551827043,0.3608555781885779
0.477,174,0.47697949734480904,0.4945945761565582,0.33619146433854047
0.477,175,0.45872185165047696,0.4589005072148732,0.33518247364335757
0.477,176,0.5026203517054324,0.48908251908573513,0.32607663860243935
0.477,177,0.5262372124073833,0.45103511802035584,0.31634870784024055
0.448,178,0.4354084069708234,0.41943511186521354,0.2901235254951898
0.448,179,0.49589719120760517,0.413363244488476,0.2909599353062108
0.448,180,0.4727000768232902,0.4221161005599823,0.28220032259270844
0.448,181,0.42800533273377006,0.4564475482571664,0.2716430421773885
0.413,182,0.40604677192898997,0.4151522201782112,0.24018412837262287
0.413,183,0.3897254223076811,0.40912300822097847,0.2413480802179343
0.413,184,0.49586116398533014,0.3837216906456211,0.23170280616522962
0.413,185,0.4256961640508455,0.4077713704086011,0.220757444666987
0.376,186,0.35175173754416084,0.3980971326497646,0.18878727490214486
0.376,187,0.3461984076719726,0.4083134965578995,0.1918979531910893
0.376,188,0.33141451785283643,0.3837506242764038,0.1834396660196809
0.376,189,0.3726769840702435,0.3765637453565769,0.17309695346792503
0.335,190,0.36599723610485,0.3119640891435035,0.13874148236371672
0.335,191,0.31616954571313716,0.3107557516647011,0.14279664952570997
0.335,192,0.35242616751965056,0.3319034982080219,0.1339099534162506
0.335,193,0.3740437138385391,0.3729121377963682,0.12295850286254409
0.293,194,0.3090682051704085,0.314381554333288,0.08786990345494888
0.293,195,0.32997705854095766,0.2642018318826075,0.09255795112423683
0.293,196,0.28786278746159116,0.32431406042965916,0.08413605172465408
0.293,197,0.28590073778019254,0.2939653878606335,0.07362550491725466
0.248,198,0.24673419910834482,0.21090206647382184,0.0370950649372189
0.248,199,0.2721744910357264,0.23797247261445342,0.04314964373167979
0.248,200,0.26819435574819944,0.2157534242108569,0.03529421472877131
0.248,201,0.21402439963740802,0.22315171241206155,0.02527623597455672
0.203,202,0.23226756921601802,0.16656812339943805,-0.010484034822344723
0.203,203,0.29474340415846184,0.2045712330841935,-0.0036068261513138994
0.203,204,0.25531695230808,0.19527737826298636,-0.010952737771375162
0.203,205,0.22137071186657653,0.20068551287257047,-0.020845642478384066
0.158,206,0.1048763997846425,0.12596835498356557,-0.056607123814609556
0.158,207,0.192039965291074,0.12956733753696953,-0.04953230380860432
0.158,208,0.15054539361521888,0.18178618479315067,-0.05632830206982806
0.158,209,0.1780075535527621,0.1577825215904043,-0.06537137461228378
0.12,210,0.1520599421416832,0.09174052681902198,-0.09511740374299729
0.12,211,0.189665335609211,0.15612551492785182,-0.08773508861620617
0.12,212,0.10922134502879853,0.15201709458678764,-0.09203322507353967
0.12,213,0.08981683115076533,0.12545416571693427,-0.09880050979717353
0.083,214,0.09807488580966317,0.06667555076521636,-0.12705732234941236
0.083,215,0.01605101180101791,0.11753289521495455,-0.12002600535684886
0.083,216,0.10990638947023057,0.09343278413598685,-0.12427537328349048
0.083,217,0.07873954268436727,0.12016689188770806,-0.13042019854369144
0.045,218,0.046884160983380684,0.008295083450642352,-0.15864415751598265
0.045,219,0.09190289760788915,0.05061604470736155,-0.151033194723928
0.045,220,0.10712470558450653,0.04798288087710933,-0.15528252047309926
0.045,221,0.06869680193532138,0.021169547985637457,-0.16139367372384786
0.015,222,0.0072190825263244865,0.0358110597815313,-0.1834413406879707
0.015,223,0.004693733464265949,0.02508490652184553,-0.1758836907430798
0.015,224,-0.03619266487591513,0.048419997574787904,-0.1776037424020762
0.015,225,0.026279029285574834,-0.016894828436836838,-0.18147917162762106
-0.011,226,0.014454158948582981,-0.024955385431184515,-0.20009618838906554
-0.011,227,0.02971587029854676,-0.01712194513900536,-0.1933566752463946
-0.011,228,-0.019860005286058503,0.006878603050760931,-0.19429945642612495
-0.011,229,-0.020198937368983955,-0.026623972856425995,-0.19668667191381964
-0.034,230,-0.055880934751485756,-0.009836396335205042,-0.21214142107210504
-0.034,231,0.006030427664499433,0.0023883399861986815,-0.20552880786885896
-0.034,232,-0.0017039548676394123,-0.014357281417491562,-0.20602555662236482
-0.034,233,-0.08623972852789344,-0.03760530910579578,-0.20785717748540958
-0.057,234,-0.037738148823005684,-0.08570374023029576,-0.22302074305106914
-0.057,235,-0.029109655374429014,-0.08825355454030316,-0.21635134820823532
-0.057,236,-0.022978731830721362,-0.024035409758829347,-0.21676452367325608
-0.057,237,-0.042203174714258676,-0.08272905691483336,-0.2183126504238099
-0.075,238,-0.08708052351019989,-0.07534801867595661,-0.2294560689511493
-0.075,239,-0.048815400236132706,-0.08259093524258838,-0.22285947746177887
-0.075,240,-0.14336194573526567,-0.10537720525851227,-0.22184555194354688
-0.075,241,-0.08529791890088158,-0.05524671942254447,-0.22214923007057877
-0.09,242,-0.07190214616255489,-0.0976473681444944,-0.23090639686907988
-0.09,243,-0.1638575111577143,-0.09456212109107456,-0.22498275373944548
-0.09,244,-0.07552562730875073,-0.05731493310843021,-0.2235065271777533
-0.09,245,-0.07456857950257709,-0.126270957262576,-0.22291900766816192
-0.105,246,-0.07184212924022373,-0.12201168706278584,-0.2311450958737793
-0.105,247,-0.13117554203780663,-0.14287452664150657,-0.2252148979016829
-0.105,248,-0.07425140627795372,-0.07537782584183828,-0.2239157433920053
-0.105,249,-0.09048724212610318,-0.0913854843202054,-0.2233525499244412
-0.113,250,-0.0706535002058142,-0.11669584822143825,-0.22640349839977916
-0.113,251,-0.10702587280451431,-0.09620068639434548,-0.2210155741172511
-0.113,252,-0.10826844387822962,-0.13690624956750544,-0.21812887502660988
-0.113,253,-0.19351354795741588,-0.11350726682444204,-0.21617748658746966
-0.132,254,-0.13702736556593523,-0.10913101428941707,-0.227030977620781
-0.132,255,-0.07890195515446002,-0.1306607949625907,-0.2211712844230558
-0.132,256,-0.10496571855361453,-0.163992932877055,-0.22102671599607143
-0.132,257,-0.1569641553052343,-0.10332942478525226,-0.22097955753679446
-0.139,258,-0.1390768776653027,-0.15201344545625026,-0.22281633642689416
-0.139,259,-0.14565358327212585,-0.1587489620526854,-0.21681001191687374
-0.139,260,-0.11634479445546356,-0.12878254807214032,-0.21355555894758577
-0.139,261,-0.1932890923360721,-0.17624077449902287,-0.2118866966503613
-0.146,262,-0.07222392453024347,-0.14537206007913328,-0.21476660424605115
-0.146,263,-0.20235926045425576,-0.14528740447756505,-0.21056642741656775
-0.146,264,-0.13029099229596974,-0.1266798724747933,-0.20779267723483924
-0.146,265,-0.18074793754827187,-0.16811188762964216,-0.20498865004102515
-0.158,266,-0.13968430761671388,-0.1642122353923943,-0.20988013344419632
-0.158,267,-0.22346906297025354,-0.1412923414602852,-0.2043469645783708
-0.158,268,-0.17840773507197213,-0.1759327949522946,-0.20286196194075387
-0.158,269,-0.15976903755072153,-0.188952779590689,-0.2018246104108415
-0.172,270,-0.2033390379340172,-0.17720435143665839,-0.20900121758026202
-0.172,271,-0.11846865039394186,-0.17977426571397187,-0.20338838924823835
-0.172,272,-0.14905671176761642,-0.13750566234631767,-0.20256671860718337
-0.172,273,-0.11340863157896591,-0.1727739347722251,-0.20259274808785446
-0.18,274,-0.19105094882477208,-0.1835751563117587,-0.2061961533404585
-0.18,275,-0.17793207697195704,-0.20942163826836024,-0.2011781803302918
-0.18,276,-0.1768226183845066,-0.2072624713510503,-0.1984315525357677
-0.18,277,-0.1792200958199927,-0.1844985085701803,-0.19645555844064058
-0.192,278,-0.17557851243570277,-0.19861739655929467,-0.2022331414665622
-0.192,279,-0.2177971085838654,-0.22731058095796458,-0.1971117558030612
-0.192,280,-0.22159870698265505,-0.22757909215299904,-0.19562086581960172
-0.192,281,-0.1765993836598937,-0.21588238217175462,-0.19453301704107864
-0.206,282,-0.23725315359389051,-0.1680088385891984,-0.20187302824297215
-0.206,283,-0.21122376722632097,-0.22486712524379848,-0.19662552870545644
-0.206,284,-0.15752501503369323,-0.17207623085954793,-0.19622810739108154
-0.206,285,-0.12729329986178445,-0.2411134473247122,-0.1966532682977141
-0.214,286,-0.26684754677309247,-0.2093769308775078,-0.20065676988287048
-0.214,287,-0.20222635431467795,-0.22713817948747192,-0.19609884344506145
-0.214,288,-0.1797301235259089,-0.2220664975649405,-0.19388027648894068
-0.214,289,-0.2401285748218934,-0.2435603334213305,-0.19244851029778587
-0.229,290,-0.2686942124019822,-0.19343279237356037,-0.20087275425288342
-0.229,291,-0.20029962472171572,-0.22236008647677186,-0.195871988254967
-0.229,292,-0.2005086653483233,-0.2166932873167932,-0.19541711019893152
-0.229,293,-0.2503543214291386,-0.25225301978517184,-0.1953132727997735
-0.236,294,-0.21622347628446076,-0.20274277122291917,-0.19808145877487504
-0.236,295,-0.2587780548607514,-0.19942609555897994,-0.19368483754715013
-0.236,296,-0.24267682213759031,-0.2533358280831177,-0.19204176493975655
-0.236,297,-0.24513021374235866,-0.20385455334487002,-0.1916541914813208
-0.252,298,-0.1946816149703241,-0.2406286107109377,-0.2020596786907706
-0.252,299,-0.23466844046822302,-0.22086748300988246,-0.19807666725850817
-0.252,300,-0.2587057679630567,-0.21393384409998534,-0.19856156158449528
-0.252,301,-0.23147310123091488,-0.2641935877580808,-0.19893231309213547
-0.259,302,-0.26240556047420605,-0.27325927742010614,-0.20163694646915986
-0.259,303,-0.21975213590218362,-0.2700441774788871,-0.19687538847398076
-0.259,304,-0.30762389594434947,-0.22330500845363732,-0.19488895226013764
-0.259,305,-0.2238021620210883,-0.24878695568239229,-0.19439712977200685
-0.271,306,-0.2820168020173143,-0.29981907352265297,-0.2021459600967044
-0.271,307,-0.30741879898398344,-0.23286187636776115,-0.1990774147372496
-0.271,308,-0.1907812825368493,-0.276773133125175,-0.19943308755075273
-0.271,309,-0.22929939795978066,-0.30268372395280524,-0.1998880381751899
-0.285,310,-0.32109217822965735,-0.2793603254096441,-0.20847596165339055
-0.285,311,-0.26923976628737717,-0.28927962503749927,-0.20421505561650258
-0.285,312,-0.2619754081034912,-0.2926928861810644,-0.20459789732283631
-0.285,313,-0.2959004307797076,-0.2839961394796805,-0.2057072152561092
-0.293,314,-0.2664301576411029,-0.3161715118695091,-0.21046351240185868
-0.293,315,-0.22778920194838265,-0.2604234894506794,-0.2068918414499358
-0.293,316,-0.3755361175880867,-0.2609185648609357,-0.20598837019044963
-0.293,317,-0.34383097124259115,-0.28489948850930913,-0.20618975961972816
-0.304,318,-0.3070103257487668,-0.28248727972368887,-0.21359669545034488
-0.304,319,-0.31478106264497846,-0.30137672490547196,-0.21091251529470006
-0.304,320,-0.30934080595512753,-0.2927144196313649,-0.21139081834732945
-0.304,321,-0.26116152328992104,-0.28419712145205,-0.21206274787772114
-0.316,322,-0.320324936284854,-0.30665477484119047,-0.2196770073182921
-0.316,323,-0.3177381767827168,-0.33756680196079064,-0.2162539984244329
-0.316,324,-0.3309097540285924,-0.30092760074096936,-0.21689041857847108
-0.316,325,-0.3373103852098008,-0.2798085129712831,-0.21829711731336746
-0.323,326,-0.3660499081066975,-0.3077229601576575,-0.2230451015501094
-0.323,327,-0.36755489170836697,-0.3379720370746253,-0.2205502916393754
-0.323,328,-0.3281261481426464,-0.3142063510698838,-0.2203124004267804
-0.323,329,-0.3498691862587978,-0.30935598366435996,-0.22091145809509363
-0.335,330,-0.38985970582526636,-0.2997954667033376,-0.22940955969430982
-0.335,331,-0.40547561443995894,-0.3106408921295925,-0.2270813823183217
-0.335,332,-0.3024153553102965,-0.29875887693616343,-0.22827897705501754
-0.335,333,-0.37823689954092254,-0.3040224562155031,-0.22963831173278293
-0.349,334,-0.33648203660306486,-0.3402981400250746,-0.23917836968123074
-0.349,335,-0.2730436201311422,-0.34025405551389315,-0.2359879213805749
-0.349,336,-0.33650725478302984,-0.3211141306654118,-0.23763996123952014
-0.349,337,-0.4472934304988785,-0.3858017515708306,-0.24021176300047287
-0.357,338,-0.3586306976204518,-0.3794865561048512,-0.24651582480972387
-0.357,339,-0.35735146588602507,-0.32507448204178246,-0.24442877264696156
-0.357,340,-0.2778868674367519,-0.3826310523456901,-0.24483382079439625
-0.357,341,-0.3518585481481459,-0.36482115302714924,-0.24612673616024883
-0.364,342,-0.4329857228054068,-0.38600787854127594,-0.25156830846032296
-0.364,343,-0.38788417789000607,-0.3457165436462788,-0.25006421063724604
-0.364,344,-0.37577983306030277,-0.3540075603361035,-0.2503866845518518
-0.364,345,-0.4262268667986465,-0.3726313135267404,-0.25099231358868174
-0.376,346,-0.4115463287672364,-0.4133630247137418,-0.25940059539743243
-0.376,347,-0.35177463530447467,-0.37755593046863367,-0.2573816945911741
-0.376,348,-0.4248247408185694,-0.3942352735911259,-0.2594163786257841
-0.376,349,-0.40112443127215847,-0.3509711695648102,-0.26192503366847647
-0.383,350,-0.44882349938017907,-0.37032614105453526,-0.26762103111342617
-0.383,351,-0.3396773669761555,-0.3979159464327376,-0.26616231715487076
-0.383,352,-0.3867858982906626,-0.3898868165218449,-0.26709332668014746
-0.383,353,-0.38669509591844103,-0.3491217364574695,-0.26883880464808213
-0.395,354,-0.4089939847437096,-0.4203531759252852,-0.27829395309380484
-0.395,355,-0.4252353412969201,-0.42852506736491563,-0.27670044451802267
-0.395,356,-0.4194763975942303,-0.40771584606037325,-0.27850385032410657
-0.395,357,-0.37094624662346026,-0.415873361938486,-0.28046125547520073
-0.402,358,-0.3205432697282408,-0.4018320972455654,-0.28565102903849593
-0.402,359,-0.44456533841538404,-0.4255581434448961,-0.2839177830504792
-0.402,360,-0.3361497002475127,-0.37074011924665257,-0.2848361115729242
-0.402,361,-0.3854658758784912,-0.4332864826644589,-0.2868143416135079
-0.413,362,-0.4052308689049179,-0.4469046342897601,-0.29601730820169697
-0.413,363,-0.44288421643805137,-0.4299140150853904,-0.29517639981053173
-0.413,364,-0.40727746358002015,-0.413486196378919,-0.2974826566986274
-0.413,365,-0.3771394669919784,-0.42709473381454344,-0.29986415630942514
-0.421,366,-0.4296805935110778,-0.4030338894136993,-0.3061422653189369
-0.421,367,-0.4180455435513097,-0.4152838652236719,-0.30448654692618593
-0.421,368,-0.4411563357632324,-0.4219687368808054,-0.3054921484656737
-0.421,369,-0.4354531851860635,-0.4541980685812596,-0.30728087391918946
-0.44,370,-0.48010919274408337,-0.40727290675444405,-0.32176676819656436
-0.44,371,-0.42224120313513774,-0.4765039309817279,-0.31968933941781297
-0.44,372,-0.44600938892177483,-0.4181617486796826,-0.32363768617293315
-0.44,373,-0.40924809862877254,-0.47044151133353096,-0.32791986464499434
-0.448,374,-0.44091436522657457,-0.4147036237505869,-0.33482615189994724
-0.448,375,-0.39863218012627655,-0.48354541647563765,-0.3329159788293901
-0.448,376,-0.44382090627339466,-0.437711709861744,-0.33386443325844084
-0.448,377,-0.4291855741389983,-0.46945232563227596,-0.3362006381976572
-0.448,378,-0.3654977669473235,-0.4316690284017426,-0.33775936814765994
-0.448,379,-0.4778132971741883,-0.4126392144240286,-0.3377805041891986
-0.448,380,-0.4764616550724456,-0.46209646946721983,-0.336991610147822
-0.448,381,-0.42281669226564517,-0.4513014807985307,-0.33640511794396
-0.452,382,-0.44652879786813887,-0.4773744168531813,-0.3392461961320682
-0.452,383,-0.3907270880607328,-0.4806754193817528,-0.3391108337075678
-0.452,384,-0.4256859255357978,-0.4625950851128917,-0.34022941904243004
-0.452,385,-0.43307363636591595,-0.4717182748119039,-0.3412321938930275
-0.456,386,-0.5295444397417116,-0.4717323462529544,-0.34447780744292816
-0.456,387,-0.4583622212687584,-0.42877604289858456,-0.3442493936009783
-0.456,388,-0.4870160856959672,-0.4187181436081917,-0.3456394904205189
